{'cmd': 'experiment', 'dataset': 'kiba', 'data_dir': None, 'drug_model': 'DeepChem/ChemBERTa-77M-MLM', 'protein_model': 'esm2-650m', 'drug_pool': 'mean', 'protein_pool': 'mean', 'max_smi_len': 512, 'max_prot_len': 1022, 'long_strategy': 'truncate', 'drug_fingerprint': 'none', 'fp_bits': 2048, 'encode_batch_size': 4, 'encode_device': 'auto', 'rebuild_cache': False, 'device': 'auto', 'seed': 1, 'batch_size': 256, 'num_workers': 0, 'dropout': 0.2, 'epochs': 100, 'lr': 0.001, 'patience': 15, 'weight_decay': 0.0001, 'lr_schedule': 'plateau', 'grad_clip': 1.0, 'normalize_target': True, 'out_dir': '/data/user/nnguye26/deepdta/runs/deepdta_pretrain/kiba/20260829-1645_plm-esm650m_experiment'}
Device: cuda
Encoders: {'drug': {'hf_name': 'DeepChem/ChemBERTa-77M-MLM', 'dim': 384, 'pool': 'mean', 'max_len': 510, 'max_len_requested': 512, 'max_length_with_special': 512, 'n_texts': 2111, 'n_truncated': 1, 'token_len_min': 22, 'token_len_max': 592, 'token_len_mean': 59.666982472761724}, 'protein': {'hf_name': 'facebook/esm2_t33_650M_UR50D', 'dim': 1280, 'pool': 'mean', 'max_len': 1022, 'max_len_requested': 1022, 'max_length_with_special': 1024, 'long_strategy': 'truncate', 'n_texts': 229, 'n_truncated': 42, 'token_len_min': 217, 'token_len_max': 4130, 'token_len_mean': 730.9563318777292}}
Drugs=2111 proteins=229 labeled=118254
Fold 0: train=78836 val=19709 test=19709
Epoch 080 | train MSE 0.19470 CI 0.83181 | val MSE 0.22914 CI 0.82616
Epoch 081 | train MSE 0.19380 CI 0.83309 | val MSE 0.22863 CI 0.82666
Epoch 082 | train MSE 0.19182 CI 0.83333 | val MSE 0.23011 CI 0.82682
Epoch 083 | train MSE 0.19130 CI 0.83458 | val MSE 0.22638 CI 0.82885
Epoch 084 | train MSE 0.19042 CI 0.83536 | val MSE 0.22593 CI 0.82836
Epoch 085 | train MSE 0.18914 CI 0.83612 | val MSE 0.22438 CI 0.82917
Epoch 086 | train MSE 0.18788 CI 0.83689 | val MSE 0.22726 CI 0.83043
Epoch 087 | train MSE 0.18435 CI 0.83872 | val MSE 0.22363 CI 0.83030
Epoch 088 | train MSE 0.18282 CI 0.83854 | val MSE 0.22512 CI 0.83132
Epoch 089 | train MSE 0.18335 CI 0.83899 | val MSE 0.22259 CI 0.83055
Epoch 090 | train MSE 0.18214 CI 0.83935 | val MSE 0.22383 CI 0.83024
Epoch 091 | train MSE 0.18051 CI 0.83970 | val MSE 0.22437 CI 0.83062
Epoch 092 | train MSE 0.17725 CI 0.84142 | val MSE 0.22019 CI 0.83262
Epoch 093 | train MSE 0.17761 CI 0.84169 | val MSE 0.22364 CI 0.83240
Epoch 094 | train MSE 0.17620 CI 0.84242 | val MSE 0.22518 CI 0.83246
Epoch 095 | train MSE 0.17700 CI 0.84278 | val MSE 0.23203 CI 0.83232
Epoch 096 | train MSE 0.17322 CI 0.84382 | val MSE 0.21757 CI 0.83431
Epoch 097 | train MSE 0.17182 CI 0.84456 | val MSE 0.22163 CI 0.83287
Epoch 098 | train MSE 0.16803 CI 0.84556 | val MSE 0.21643 CI 0.83393
Epoch 099 | train MSE 0.16876 CI 0.84634 | val MSE 0.21632 CI 0.83485
Epoch 100 | train MSE 0.17004 CI 0.84660 | val MSE 0.21671 CI 0.83494
Best val MSE 0.21632 @ epoch 99 (last epoch 100)
Loaded best.pt (epoch 99, val MSE 0.21632325527080176)
Fold=1 val CI=0.83485 MSE=0.21632 | test CI=0.83296 MSE=0.21863 rm2=0.64704 AUPR=0.76407
Fold 2: train=78836 val=19709 test=19709
Epoch 001 | train MSE 0.64848 CI 0.64666 | val MSE 0.55648 CI 0.69407
Epoch 002 | train MSE 0.52357 CI 0.69549 | val MSE 0.50511 CI 0.71353
Epoch 003 | train MSE 0.48762 CI 0.71013 | val MSE 0.45967 CI 0.72559
Epoch 004 | train MSE 0.46264 CI 0.72074 | val MSE 0.44859 CI 0.73190
Epoch 005 | train MSE 0.44178 CI 0.72737 | val MSE 0.42942 CI 0.73848
Epoch 006 | train MSE 0.42963 CI 0.73360 | val MSE 0.41519 CI 0.74709
Epoch 007 | train MSE 0.41580 CI 0.74082 | val MSE 0.39268 CI 0.75291
Epoch 008 | train MSE 0.40274 CI 0.74621 | val MSE 0.39390 CI 0.75272
Epoch 009 | train MSE 0.39054 CI 0.75056 | val MSE 0.38110 CI 0.75990
Epoch 010 | train MSE 0.38065 CI 0.75563 | val MSE 0.38748 CI 0.75861
Epoch 011 | train MSE 0.37144 CI 0.75856 | val MSE 0.37003 CI 0.76999
Epoch 012 | train MSE 0.36702 CI 0.76114 | val MSE 0.36147 CI 0.76823
Epoch 013 | train MSE 0.35775 CI 0.76537 | val MSE 0.35117 CI 0.76952
